Wave,Reference,Predicted,TP,FP,FN,Sensitivity,PPV,F1,Missed,False,Onset MAE,Offset MAE,seed,record_id,sampling_frequency_hz,reference_length,prediction_length
T,7,16,7,9,0,1.0,0.4375,0.6086956521739131,0,9,33.714285714285715,21.714285714285715,1,28,250.0,2500,2500
P,8,10,8,2,0,1.0,0.8,0.888888888888889,0,2,32.0,11.5,1,29,250.0,2500,2500
T,8,4,0,4,8,0.0,0.0,0.0,8,4,,,1,29,250.0,2500,2500
P,8,10,8,2,0,1.0,0.8,0.888888888888889,0,2,59.5,15.0,1,3,250.0,2500,2500
T,8,11,8,3,0,1.0,0.7272727272727273,0.8421052631578948,0,3,34.5,5.0,1,3,250.0,2500,2500
P,6,8,6,2,0,1.0,0.75,0.8571428571428571,0,2,2.6666666666666665,9.333333333333334,1,30,250.0,2500,2500
T,6,7,6,1,0,1.0,0.8571428571428571,0.923076923076923,0,1,18.0,6.666666666666667,1,30,250.0,2500,2500
P,8,7,5,2,3,0.625,0.7142857142857143,0.6666666666666666,3,2,34.4,15.2,1,31,250.0,2500,2500
T,8,18,8,10,0,1.0,0.4444444444444444,0.6153846153846153,0,10,37.5,24.5,1,31,250.0,2500,2500
P,8,9,8,1,0,1.0,0.8888888888888888,0.9411764705882353,0,1,2.0,7.5,1,32,250.0,2500,2500
T,8,9,8,1,0,1.0,0.8888888888888888,0.9411764705882353,0,1,6.5,4.5,1,32,250.0,2500,2500
P,7,10,7,3,0,1.0,0.7,0.8235294117647058,0,3,4.0,2.857142857142857,1,33,250.0,2500,2500
T,7,11,7,4,0,1.0,0.6363636363636364,0.7777777777777778,0,4,21.714285714285715,11.428571428571429,1,33,250.0,2500,2500
P,0,12,0,12,0,0.0,0.0,0.0,0,12,,,1,34,250.0,2500,2500
T,7,13,7,6,0,1.0,0.5384615384615384,0.7000000000000001,0,6,40.0,8.571428571428571,1,34,250.0,2500,2500
P,7,10,7,3,0,1.0,0.7,0.8235294117647058,0,3,4.0,9.714285714285714,1,36,250.0,2500,2500
T,7,10,7,3,0,1.0,0.7,0.8235294117647058,0,3,13.714285714285714,6.285714285714286,1,36,250.0,2500,2500
P,0,21,0,21,0,0.0,0.0,0.0,0,21,,,1,38,250.0,2500,2500
T,14,27,14,13,0,1.0,0.5185185185185185,0.6829268292682926,0,13,26.285714285714285,15.142857142857142,1,38,250.0,2500,2500
P,6,11,6,5,0,1.0,0.5454545454545454,0.7058823529411764,0,5,26.666666666666668,31.333333333333332,1,39,250.0,2500,2500
T,6,7,6,1,0,1.0,0.8571428571428571,0.923076923076923,0,1,24.666666666666668,8.0,1,39,250.0,2500,2500
P,8,10,8,2,0,1.0,0.8,0.888888888888889,0,2,5.0,10.5,1,40,250.0,2500,2500
T,8,10,8,2,0,1.0,0.8,0.888888888888889,0,2,9.5,5.5,1,40,250.0,2500,2500
P,5,7,5,2,0,1.0,0.7142857142857143,0.8333333333333333,0,2,3.2,12.0,1,41,250.0,2500,2500
T,5,6,5,1,0,1.0,0.8333333333333334,0.9090909090909091,0,1,45.6,4.0,1,41,250.0,2500,2500
P,7,9,7,2,0,1.0,0.7777777777777778,0.8750000000000001,0,2,3.4285714285714284,10.857142857142858,1,42,250.0,2500,2500
T,7,9,7,2,0,1.0,0.7777777777777778,0.8750000000000001,0,2,24.571428571428573,6.857142857142857,1,42,250.0,2500,2500
P,7,9,7,2,0,1.0,0.7777777777777778,0.8750000000000001,0,2,7.428571428571429,26.285714285714285,1,43,250.0,2500,2500
T,7,10,7,3,0,1.0,0.7,0.8235294117647058,0,3,8.571428571428571,8.0,1,43,250.0,2500,2500
P,0,4,0,4,0,0.0,0.0,0.0,0,4,,,1,44,250.0,2500,2500
T,8,13,8,5,0,1.0,0.6153846153846154,0.761904761904762,0,5,28.0,27.5,1,44,250.0,2500,2500
P,0,9,0,9,0,0.0,0.0,0.0,0,9,,,1,45,250.0,2500,2500
T,7,8,6,2,1,0.8571428571428571,0.75,0.7999999999999999,1,2,26.666666666666668,4.666666666666667,1,45,250.0,2500,2500
P,7,10,7,3,0,1.0,0.7,0.8235294117647058,0,3,4.0,14.285714285714286,1,46,250.0,2500,2500
T,7,11,7,4,0,1.0,0.6363636363636364,0.7777777777777778,0,4,15.428571428571429,7.428571428571429,1,46,250.0,2500,2500
P,5,8,5,3,0,1.0,0.625,0.7692307692307693,0,3,10.4,6.4,1,47,250.0,2500,2500
T,5,7,5,2,0,1.0,0.7142857142857143,0.8333333333333333,0,2,31.2,11.2,1,47,250.0,2500,2500
P,7,9,7,2,0,1.0,0.7777777777777778,0.8750000000000001,0,2,3.4285714285714284,10.285714285714286,1,49,250.0,2500,2500
T,7,9,7,2,0,1.0,0.7777777777777778,0.8750000000000001,0,2,44.57142857142857,16.571428571428573,1,49,250.0,2500,2500
P,6,9,6,3,0,1.0,0.6666666666666666,0.8,0,3,6.666666666666667,5.333333333333333,1,5,250.0,2500,2500
T,6,9,6,3,0,1.0,0.6666666666666666,0.8,0,3,1.3333333333333333,10.666666666666666,1,5,250.0,2500,2500
P,8,12,8,4,0,1.0,0.6666666666666666,0.8,0,4,12.0,23.5,1,50,250.0,2500,2500
T,8,12,8,4,0,1.0,0.6666666666666666,0.8,0,4,16.0,8.5,1,50,250.0,2500,2500
P,0,5,0,5,0,0.0,0.0,0.0,0,5,,,1,51,250.0,2500,2500
T,7,8,6,2,1,0.8571428571428571,0.75,0.7999999999999999,1,2,6.0,4.666666666666667,1,51,250.0,2500,2500
P,0,7,0,7,0,0.0,0.0,0.0,0,7,,,1,52,250.0,2500,2500
T,8,30,8,22,0,1.0,0.26666666666666666,0.4210526315789474,0,22,59.0,53.5,1,52,250.0,2500,2500
P,8,9,8,1,0,1.0,0.8888888888888888,0.9411764705882353,0,1,8.0,11.0,1,53,250.0,2500,2500
T,8,9,8,1,0,1.0,0.8888888888888888,0.9411764705882353,0,1,6.5,4.0,1,53,250.0,2500,2500
P,7,10,7,3,0,1.0,0.7,0.8235294117647058,0,3,9.714285714285714,4.571428571428571,1,55,250.0,2500,2500
T,7,15,7,8,0,1.0,0.4666666666666667,0.6363636363636364,0,8,34.857142857142854,19.428571428571427,1,55,250.0,2500,2500
P,10,10,9,1,1,0.9,0.9,0.9,1,1,5.333333333333333,29.333333333333332,1,56,250.0,2500,2500
T,10,11,10,1,0,1.0,0.9090909090909091,0.9523809523809523,0,1,24.4,8.0,1,56,250.0,2500,2500
P,12,12,12,0,0,1.0,1.0,1.0,0,0,7.333333333333333,4.0,1,57,250.0,2500,2500
T,12,12,12,0,0,1.0,1.0,1.0,0,0,47.333333333333336,31.333333333333332,1,57,250.0,2500,2500
P,9,9,9,0,0,1.0,1.0,1.0,0,0,4.888888888888889,11.555555555555555,1,58,250.0,2500,2500
T,9,9,9,0,0,1.0,1.0,1.0,0,0,13.333333333333334,9.777777777777779,1,58,250.0,2500,2500
P,5,10,5,5,0,1.0,0.5,0.6666666666666666,0,5,15.2,23.2,1,59,250.0,2500,2500
T,5,11,5,6,0,1.0,0.45454545454545453,0.625,0,6,33.6,10.4,1,59,250.0,2500,2500
P,6,8,6,2,0,1.0,0.75,0.8571428571428571,0,2,4.0,4.666666666666667,1,6,250.0,2500,2500
T,6,8,6,2,0,1.0,0.75,0.8571428571428571,0,2,13.333333333333334,14.666666666666666,1,6,250.0,2500,2500
P,7,12,5,7,2,0.7142857142857143,0.4166666666666667,0.5263157894736842,2,7,29.6,44.8,1,60,250.0,2500,2500
T,7,11,7,4,0,1.0,0.6363636363636364,0.7777777777777778,0,4,10.285714285714286,5.714285714285714,1,60,250.0,2500,2500
P,8,9,8,1,0,1.0,0.8888888888888888,0.9411764705882353,0,1,15.5,14.0,1,61,250.0,2500,2500
T,8,15,8,7,0,1.0,0.5333333333333333,0.6956521739130436,0,7,19.5,72.5,1,61,250.0,2500,2500
P,8,14,8,6,0,1.0,0.5714285714285714,0.7272727272727273,0,6,4.0,5.5,1,62,250.0,2500,2500
T,8,11,8,3,0,1.0,0.7272727272727273,0.8421052631578948,0,3,9.0,7.0,1,62,250.0,2500,2500
P,9,11,9,2,0,1.0,0.8181818181818182,0.9,0,2,6.666666666666667,13.777777777777779,1,63,250.0,2500,2500
T,9,11,9,2,0,1.0,0.8181818181818182,0.9,0,2,30.22222222222222,10.222222222222221,1,63,250.0,2500,2500
P,8,10,8,2,0,1.0,0.8,0.888888888888889,0,2,4.0,5.5,1,64,250.0,2500,2500
T,8,11,8,3,0,1.0,0.7272727272727273,0.8421052631578948,0,3,14.0,8.5,1,64,250.0,2500,2500
P,11,18,11,7,0,1.0,0.6111111111111112,0.7586206896551725,0,7,32.72727272727273,11.272727272727273,1,65,250.0,2500,2500
T,11,15,11,4,0,1.0,0.7333333333333333,0.846153846153846,0,4,20.0,7.2727272727272725,1,65,250.0,2500,2500
P,5,8,5,3,0,1.0,0.625,0.7692307692307693,0,3,7.2,3.2,1,66,250.0,2500,2500
T,5,8,5,3,0,1.0,0.625,0.7692307692307693,0,3,26.4,6.4,1,66,250.0,2500,2500
P,6,9,6,3,0,1.0,0.6666666666666666,0.8,0,3,4.0,2.0,1,67,250.0,2500,2500
T,6,9,6,3,0,1.0,0.6666666666666666,0.8,0,3,28.666666666666668,8.666666666666666,1,67,250.0,2500,2500
P,8,10,8,2,0,1.0,0.8,0.888888888888889,0,2,5.5,10.5,1,68,250.0,2500,2500
T,8,10,8,2,0,1.0,0.8,0.888888888888889,0,2,4.5,17.5,1,68,250.0,2500,2500
P,10,12,10,2,0,1.0,0.8333333333333334,0.9090909090909091,0,2,8.8,5.6,1,69,250.0,2500,2500
T,10,13,10,3,0,1.0,0.7692307692307693,0.8695652173913044,0,3,12.8,9.2,1,69,250.0,2500,2500
P,7,10,6,4,1,0.8571428571428571,0.6,0.7058823529411764,1,4,10.666666666666666,18.666666666666668,1,7,250.0,2500,2500
T,7,10,7,3,0,1.0,0.7,0.8235294117647058,0,3,13.714285714285714,8.571428571428571,1,7,250.0,2500,2500
P,12,15,12,3,0,1.0,0.8,0.888888888888889,0,3,14.0,8.666666666666666,1,70,250.0,2500,2500
T,12,16,12,4,0,1.0,0.75,0.8571428571428571,0,4,7.666666666666667,9.0,1,70,250.0,2500,2500
P,7,9,7,2,0,1.0,0.7777777777777778,0.8750000000000001,0,2,2.2857142857142856,2.857142857142857,1,71,250.0,2500,2500
T,7,11,7,4,0,1.0,0.6363636363636364,0.7777777777777778,0,4,27.428571428571427,13.714285714285714,1,71,250.0,2500,2500
P,7,12,7,5,0,1.0,0.5833333333333334,0.7368421052631579,0,5,21.714285714285715,6.285714285714286,1,72,250.0,2500,2500
T,7,11,7,4,0,1.0,0.6363636363636364,0.7777777777777778,0,4,17.714285714285715,4.571428571428571,1,72,250.0,2500,2500
P,7,9,7,2,0,1.0,0.7777777777777778,0.8750000000000001,0,2,4.0,7.428571428571429,1,73,250.0,2500,2500
T,7,9,7,2,0,1.0,0.7777777777777778,0.8750000000000001,0,2,10.285714285714286,2.857142857142857,1,73,250.0,2500,2500
P,10,18,10,8,0,1.0,0.5555555555555556,0.7142857142857143,0,8,15.2,15.6,1,76,250.0,2500,2500
T,10,13,10,3,0,1.0,0.7692307692307693,0.8695652173913044,0,3,5.6,6.0,1,76,250.0,2500,2500
P,9,17,9,8,0,1.0,0.5294117647058824,0.6923076923076924,0,8,23.555555555555557,15.555555555555555,1,77,250.0,2500,2500
T,9,12,9,3,0,1.0,0.75,0.8571428571428571,0,3,13.777777777777779,4.0,1,77,250.0,2500,2500
P,7,11,7,4,0,1.0,0.6363636363636364,0.7777777777777778,0,4,75.42857142857143,13.142857142857142,1,78,250.0,2500,2500
T,7,11,7,4,0,1.0,0.6363636363636364,0.7777777777777778,0,4,23.428571428571427,4.0,1,78,250.0,2500,2500
P,7,12,7,5,0,1.0,0.5833333333333334,0.7368421052631579,0,5,15.428571428571429,24.0,1,79,250.0,2500,2500
T,7,18,7,11,0,1.0,0.3888888888888889,0.56,0,11,33.714285714285715,21.142857142857142,1,79,250.0,2500,2500
P,0,12,0,12,0,0.0,0.0,0.0,0,12,,,1,8,250.0,2500,2500
T,9,15,9,6,0,1.0,0.6,0.7499999999999999,0,6,12.0,6.666666666666667,1,8,250.0,2500,2500
P,10,11,10,1,0,1.0,0.9090909090909091,0.9523809523809523,0,1,8.0,8.0,1,80,250.0,2500,2500
T,10,11,10,1,0,1.0,0.9090909090909091,0.9523809523809523,0,1,22.8,12.8,1,80,250.0,2500,2500
P,10,11,10,1,0,1.0,0.9090909090909091,0.9523809523809523,0,1,5.6,9.6,1,81,250.0,2500,2500
T,10,14,10,4,0,1.0,0.7142857142857143,0.8333333333333333,0,4,30.4,68.0,1,81,250.0,2500,2500
P,6,8,6,2,0,1.0,0.75,0.8571428571428571,0,2,5.333333333333333,11.333333333333334,1,82,250.0,2500,2500
T,6,7,6,1,0,1.0,0.8571428571428571,0.923076923076923,0,1,34.666666666666664,2.0,1,82,250.0,2500,2500
P,0,3,0,3,0,0.0,0.0,0.0,0,3,,,1,83,250.0,2500,2500
T,9,5,4,1,5,0.4444444444444444,0.8,0.5714285714285714,5,1,13.0,51.0,1,83,250.0,2500,2500
P,7,11,7,4,0,1.0,0.6363636363636364,0.7777777777777778,0,4,28.0,13.714285714285714,1,84,250.0,2500,2500
T,7,17,7,10,0,1.0,0.4117647058823529,0.5833333333333334,0,10,28.0,75.42857142857143,1,84,250.0,2500,2500
P,11,16,11,5,0,1.0,0.6875,0.8148148148148148,0,5,4.0,3.272727272727273,1,86,250.0,2500,2500
T,11,16,11,5,0,1.0,0.6875,0.8148148148148148,0,5,14.181818181818182,5.818181818181818,1,86,250.0,2500,2500
P,11,14,11,3,0,1.0,0.7857142857142857,0.88,0,3,5.090909090909091,9.090909090909092,1,87,250.0,2500,2500
T,11,17,11,6,0,1.0,0.6470588235294118,0.7857142857142858,0,6,44.0,28.363636363636363,1,87,250.0,2500,2500
P,0,13,0,13,0,0.0,0.0,0.0,0,13,,,1,88,250.0,2500,2500
T,11,14,5,9,6,0.45454545454545453,0.35714285714285715,0.4,6,9,48.8,17.6,1,88,250.0,2500,2500
P,9,11,8,3,1,0.8888888888888888,0.7272727272727273,0.7999999999999999,1,3,5.5,15.0,1,89,250.0,2500,2500
T,9,12,9,3,0,1.0,0.75,0.8571428571428571,0,3,18.22222222222222,4.888888888888889,1,89,250.0,2500,2500
P,8,11,8,3,0,1.0,0.7272727272727273,0.8421052631578948,0,3,5.0,11.0,1,9,250.0,2500,2500
T,8,11,8,3,0,1.0,0.7272727272727273,0.8421052631578948,0,3,20.5,10.5,1,9,250.0,2500,2500
P,0,2,0,2,0,0.0,0.0,0.0,0,2,,,1,90,250.0,2500,2500
T,7,15,7,8,0,1.0,0.4666666666666667,0.6363636363636364,0,8,29.714285714285715,8.0,1,90,250.0,2500,2500
P,10,12,10,2,0,1.0,0.8333333333333334,0.9090909090909091,0,2,6.8,4.4,1,91,250.0,2500,2500
T,10,15,10,5,0,1.0,0.6666666666666666,0.8,0,5,14.4,10.0,1,91,250.0,2500,2500
P,13,15,13,2,0,1.0,0.8666666666666667,0.9285714285714286,0,2,2.1538461538461537,8.307692307692308,1,92,250.0,2500,2500
T,13,15,13,2,0,1.0,0.8666666666666667,0.9285714285714286,0,2,29.23076923076923,16.923076923076923,1,92,250.0,2500,2500
P,0,7,0,7,0,0.0,0.0,0.0,0,7,,,1,93,250.0,2500,2500
T,7,10,6,4,1,0.8571428571428571,0.6,0.7058823529411764,1,4,14.666666666666666,16.0,1,93,250.0,2500,2500
P,9,12,9,3,0,1.0,0.75,0.8571428571428571,0,3,12.0,11.555555555555555,1,94,250.0,2500,2500
T,9,17,9,8,0,1.0,0.5294117647058824,0.6923076923076924,0,8,7.555555555555555,5.333333333333333,1,94,250.0,2500,2500
P,0,7,0,7,0,0.0,0.0,0.0,0,7,,,1,95,250.0,2500,2500
T,8,13,8,5,0,1.0,0.6153846153846154,0.761904761904762,0,5,26.0,14.0,1,95,250.0,2500,2500
P,0,9,0,9,0,0.0,0.0,0.0,0,9,,,1,96,250.0,2500,2500
T,11,19,11,8,0,1.0,0.5789473684210527,0.7333333333333334,0,8,26.181818181818183,49.45454545454545,1,96,250.0,2500,2500
P,7,10,7,3,0,1.0,0.7,0.8235294117647058,0,3,4.571428571428571,5.714285714285714,1,97,250.0,2500,2500
T,7,16,6,10,1,0.8571428571428571,0.375,0.5217391304347825,1,10,8.0,64.66666666666667,1,97,250.0,2500,2500
P,7,10,7,3,0,1.0,0.7,0.8235294117647058,0,3,5.714285714285714,5.142857142857143,1,98,250.0,2500,2500
T,7,17,7,10,0,1.0,0.4117647058823529,0.5833333333333334,0,10,26.857142857142858,36.57142857142857,1,98,250.0,2500,2500
P,11,13,11,2,0,1.0,0.8461538461538461,0.9166666666666666,0,2,4.0,4.363636363636363,1,99,250.0,2500,2500
T,11,12,11,1,0,1.0,0.9166666666666666,0.9565217391304348,0,1,30.90909090909091,4.363636363636363,1,99,250.0,2500,2500
P,5,7,5,2,0,1.0,0.7142857142857143,0.8333333333333333,0,2,7.2,12.8,2,1,250.0,2500,2500
T,5,7,5,2,0,1.0,0.7142857142857143,0.8333333333333333,0,2,24.8,8.0,2,1,250.0,2500,2500
P,7,11,7,4,0,1.0,0.6363636363636364,0.7777777777777778,0,4,10.857142857142858,22.285714285714285,2,10,250.0,2500,2500
T,7,9,7,2,0,1.0,0.7777777777777778,0.8750000000000001,0,2,17.142857142857142,5.714285714285714,2,10,250.0,2500,2500
P,8,10,8,2,0,1.0,0.8,0.888888888888889,0,2,6.0,3.0,2,100,250.0,2500,2500
T,8,10,8,2,0,1.0,0.8,0.888888888888889,0,2,29.5,9.0,2,100,250.0,2500,2500
P,0,10,0,10,0,0.0,0.0,0.0,0,10,,,2,101,250.0,2500,2500
T,10,22,8,14,2,0.8,0.36363636363636365,0.5000000000000001,2,14,80.5,50.0,2,101,250.0,2500,2500
P,8,10,8,2,0,1.0,0.8,0.888888888888889,0,2,9.0,8.0,2,102,250.0,2500,2500
T,8,10,8,2,0,1.0,0.8,0.888888888888889,0,2,15.0,8.0,2,102,250.0,2500,2500
P,0,20,0,20,0,0.0,0.0,0.0,0,20,,,2,103,250.0,2500,2500
T,13,33,12,21,1,0.9230769230769231,0.36363636363636365,0.5217391304347827,1,21,42.333333333333336,55.333333333333336,2,103,250.0,2500,2500
P,11,18,11,7,0,1.0,0.6111111111111112,0.7586206896551725,0,7,24.727272727272727,22.90909090909091,2,106,250.0,2500,2500
T,11,15,11,4,0,1.0,0.7333333333333333,0.846153846153846,0,4,7.636363636363637,6.181818181818182,2,106,250.0,2500,2500
P,7,12,7,5,0,1.0,0.5833333333333334,0.7368421052631579,0,5,10.857142857142858,25.142857142857142,2,107,250.0,2500,2500
T,7,14,7,7,0,1.0,0.5,0.6666666666666666,0,7,34.285714285714285,32.0,2,107,250.0,2500,2500
P,0,5,0,5,0,0.0,0.0,0.0,0,5,,,2,109,250.0,2500,2500
T,13,17,5,12,8,0.38461538461538464,0.29411764705882354,0.33333333333333337,8,12,34.4,23.2,2,109,250.0,2500,2500
P,7,10,7,3,0,1.0,0.7,0.8235294117647058,0,3,3.4285714285714284,5.714285714285714,2,11,250.0,2500,2500
T,7,10,7,3,0,1.0,0.7,0.8235294117647058,0,3,25.714285714285715,9.714285714285714,2,11,250.0,2500,2500
P,0,1,0,1,0,0.0,0.0,0.0,0,1,,,2,110,250.0,2500,2500
T,12,12,9,3,3,0.75,0.75,0.75,3,3,44.0,24.444444444444443,2,110,250.0,2500,2500
P,0,3,0,3,0,0.0,0.0,0.0,0,3,,,2,111,250.0,2500,2500
T,7,12,7,5,0,1.0,0.5833333333333334,0.7368421052631579,0,5,7.428571428571429,8.571428571428571,2,111,250.0,2500,2500
P,0,16,0,16,0,0.0,0.0,0.0,0,16,,,2,112,250.0,2500,2500
T,13,23,13,10,0,1.0,0.5652173913043478,0.7222222222222222,0,10,12.923076923076923,46.76923076923077,2,112,250.0,2500,2500
P,7,9,7,2,0,1.0,0.7777777777777778,0.8750000000000001,0,2,4.0,5.142857142857143,2,113,250.0,2500,2500
T,7,10,7,3,0,1.0,0.7,0.8235294117647058,0,3,46.285714285714285,19.428571428571427,2,113,250.0,2500,2500
P,7,9,7,2,0,1.0,0.7777777777777778,0.8750000000000001,0,2,5.714285714285714,8.571428571428571,2,115,250.0,2500,2500
T,7,10,7,3,0,1.0,0.7,0.8235294117647058,0,3,36.0,22.285714285714285,2,115,250.0,2500,2500
P,13,25,13,12,0,1.0,0.52,0.6842105263157895,0,12,44.61538461538461,38.15384615384615,2,116,250.0,2500,2500
T,13,16,13,3,0,1.0,0.8125,0.896551724137931,0,3,21.846153846153847,20.0,2,116,250.0,2500,2500
P,13,15,13,2,0,1.0,0.8666666666666667,0.9285714285714286,0,2,5.230769230769231,6.769230769230769,2,117,250.0,2500,2500
T,13,15,13,2,0,1.0,0.8666666666666667,0.9285714285714286,0,2,17.53846153846154,10.76923076923077,2,117,250.0,2500,2500
P,8,10,8,2,0,1.0,0.8,0.888888888888889,0,2,2.5,9.0,2,118,250.0,2500,2500
T,8,10,8,2,0,1.0,0.8,0.888888888888889,0,2,23.0,7.5,2,118,250.0,2500,2500
P,6,9,6,3,0,1.0,0.6666666666666666,0.8,0,3,6.666666666666667,7.333333333333333,2,12,250.0,2500,2500
T,6,10,6,4,0,1.0,0.6,0.7499999999999999,0,4,6.0,20.666666666666668,2,12,250.0,2500,2500
P,7,12,7,5,0,1.0,0.5833333333333334,0.7368421052631579,0,5,52.0,33.142857142857146,2,120,250.0,2500,2500
T,7,9,7,2,0,1.0,0.7777777777777778,0.8750000000000001,0,2,12.0,14.285714285714286,2,120,250.0,2500,2500
P,14,17,14,3,0,1.0,0.8235294117647058,0.9032258064516129,0,3,21.142857142857142,18.857142857142858,2,121,250.0,2500,2500
T,13,18,12,6,1,0.9230769230769231,0.6666666666666666,0.7741935483870968,1,6,55.0,25.0,2,121,250.0,2500,2500
P,7,9,7,2,0,1.0,0.7777777777777778,0.8750000000000001,0,2,4.571428571428571,9.714285714285714,2,122,250.0,2500,2500
T,7,8,7,1,0,1.0,0.875,0.9333333333333333,0,1,14.285714285714286,5.142857142857143,2,122,250.0,2500,2500
P,8,10,8,2,0,1.0,0.8,0.888888888888889,0,2,4.5,5.0,2,123,250.0,2500,2500
T,8,10,8,2,0,1.0,0.8,0.888888888888889,0,2,30.0,9.5,2,123,250.0,2500,2500
P,6,9,6,3,0,1.0,0.6666666666666666,0.8,0,3,4.666666666666667,4.666666666666667,2,124,250.0,2500,2500
T,6,23,6,17,0,1.0,0.2608695652173913,0.41379310344827586,0,17,57.333333333333336,29.333333333333332,2,124,250.0,2500,2500
P,4,8,4,4,0,1.0,0.5,0.6666666666666666,0,4,14.0,73.0,2,125,250.0,2500,2500
T,6,8,6,2,0,1.0,0.75,0.8571428571428571,0,2,39.333333333333336,53.333333333333336,2,125,250.0,2500,2500
P,8,11,8,3,0,1.0,0.7272727272727273,0.8421052631578948,0,3,16.0,41.0,2,126,250.0,2500,2500
T,8,9,2,7,6,0.25,0.2222222222222222,0.23529411764705882,6,7,132.0,16.0,2,126,250.0,2500,2500
P,6,8,6,2,0,1.0,0.75,0.8571428571428571,0,2,3.3333333333333335,2.0,2,128,250.0,2500,2500
T,6,7,6,1,0,1.0,0.8571428571428571,0.923076923076923,0,1,28.0,2.0,2,128,250.0,2500,2500
P,0,5,0,5,0,0.0,0.0,0.0,0,5,,,2,129,250.0,2500,2500
T,7,18,7,11,0,1.0,0.3888888888888889,0.56,0,11,26.857142857142858,11.428571428571429,2,129,250.0,2500,2500
P,6,12,6,6,0,1.0,0.5,0.6666666666666666,0,6,48.0,93.33333333333333,2,13,250.0,2500,2500
T,6,11,6,5,0,1.0,0.5454545454545454,0.7058823529411764,0,5,14.0,90.66666666666667,2,13,250.0,2500,2500
P,6,13,6,7,0,1.0,0.46153846153846156,0.631578947368421,0,7,24.0,50.666666666666664,2,130,250.0,2500,2500
T,6,20,6,14,0,1.0,0.3,0.4615384615384615,0,14,58.0,35.333333333333336,2,130,250.0,2500,2500
P,7,10,7,3,0,1.0,0.7,0.8235294117647058,0,3,15.428571428571429,14.285714285714286,2,131,250.0,2500,2500
T,7,12,7,5,0,1.0,0.5833333333333334,0.7368421052631579,0,5,10.285714285714286,9.142857142857142,2,131,250.0,2500,2500
P,7,10,7,3,0,1.0,0.7,0.8235294117647058,0,3,9.714285714285714,11.428571428571429,2,132,250.0,2500,2500
T,7,10,7,3,0,1.0,0.7,0.8235294117647058,0,3,27.428571428571427,7.428571428571429,2,132,250.0,2500,2500
P,6,10,6,4,0,1.0,0.6,0.7499999999999999,0,4,53.333333333333336,24.666666666666668,2,133,250.0,2500,2500
T,6,14,6,8,0,1.0,0.42857142857142855,0.6,0,8,49.333333333333336,84.0,2,133,250.0,2500,2500
P,8,10,8,2,0,1.0,0.8,0.888888888888889,0,2,5.5,4.0,2,135,250.0,2500,2500
T,8,10,8,2,0,1.0,0.8,0.888888888888889,0,2,45.5,16.5,2,135,250.0,2500,2500
P,8,10,8,2,0,1.0,0.8,0.888888888888889,0,2,3.5,11.0,2,137,250.0,2500,2500
T,8,12,8,4,0,1.0,0.6666666666666666,0.8,0,4,17.0,22.0,2,137,250.0,2500,2500
P,7,10,7,3,0,1.0,0.7,0.8235294117647058,0,3,5.142857142857143,19.428571428571427,2,138,250.0,2500,2500
T,7,39,7,32,0,1.0,0.1794871794871795,0.30434782608695654,0,32,49.142857142857146,82.28571428571429,2,138,250.0,2500,2500
P,9,15,9,6,0,1.0,0.6,0.7499999999999999,0,6,23.555555555555557,8.0,2,139,250.0,2500,2500
T,9,25,9,16,0,1.0,0.36,0.5294117647058824,0,16,21.333333333333332,18.666666666666668,2,139,250.0,2500,2500
P,11,15,11,4,0,1.0,0.7333333333333333,0.846153846153846,0,4,7.2727272727272725,9.454545454545455,2,14,250.0,2500,2500
T,11,13,11,2,0,1.0,0.8461538461538461,0.9166666666666666,0,2,11.272727272727273,14.545454545454545,2,14,250.0,2500,2500
P,10,5,2,3,8,0.2,0.4,0.26666666666666666,8,3,34.0,50.0,2,140,250.0,2500,2500
T,10,12,10,2,0,1.0,0.8333333333333334,0.9090909090909091,0,2,26.0,6.0,2,140,250.0,2500,2500
P,7,10,7,3,0,1.0,0.7,0.8235294117647058,0,3,9.142857142857142,10.285714285714286,2,141,250.0,2500,2500
T,7,10,7,3,0,1.0,0.7,0.8235294117647058,0,3,26.857142857142858,7.428571428571429,2,141,250.0,2500,2500
P,9,11,9,2,0,1.0,0.8181818181818182,0.9,0,2,4.888888888888889,9.777777777777779,2,142,250.0,2500,2500
T,9,12,9,3,0,1.0,0.75,0.8571428571428571,0,3,13.333333333333334,8.444444444444445,2,142,250.0,2500,2500
P,11,12,11,1,0,1.0,0.9166666666666666,0.9565217391304348,0,1,2.909090909090909,6.181818181818182,2,143,250.0,2500,2500
T,11,13,11,2,0,1.0,0.8461538461538461,0.9166666666666666,0,2,23.272727272727273,10.181818181818182,2,143,250.0,2500,2500
P,8,10,8,2,0,1.0,0.8,0.888888888888889,0,2,5.5,9.5,2,144,250.0,2500,2500
T,8,12,8,4,0,1.0,0.6666666666666666,0.8,0,4,23.0,12.5,2,144,250.0,2500,2500
P,8,11,8,3,0,1.0,0.7272727272727273,0.8421052631578948,0,3,4.0,16.0,2,145,250.0,2500,2500
T,8,10,8,2,0,1.0,0.8,0.888888888888889,0,2,42.0,14.5,2,145,250.0,2500,2500
P,7,9,7,2,0,1.0,0.7777777777777778,0.8750000000000001,0,2,5.714285714285714,12.0,2,146,250.0,2500,2500
T,7,8,7,1,0,1.0,0.875,0.9333333333333333,0,1,21.714285714285715,9.714285714285714,2,146,250.0,2500,2500
