Wave,Reference,Predicted,TP,FP,FN,Sensitivity,PPV,F1,Missed,False,Onset MAE,Offset MAE,seed,record_id,sampling_frequency_hz,reference_length,prediction_length
P,7,9,7,2,0,1.0,0.7777777777777778,0.8750000000000001,0,2,19.428571428571427,8.0,2,147,250.0,2500,2500
T,7,9,7,2,0,1.0,0.7777777777777778,0.8750000000000001,0,2,14.285714285714286,9.714285714285714,2,147,250.0,2500,2500
P,9,10,9,1,0,1.0,0.9,0.9473684210526316,0,1,5.333333333333333,4.888888888888889,2,148,250.0,2500,2500
T,9,12,9,3,0,1.0,0.75,0.8571428571428571,0,3,16.444444444444443,8.444444444444445,2,148,250.0,2500,2500
P,8,10,8,2,0,1.0,0.8,0.888888888888889,0,2,5.5,8.0,2,149,250.0,2500,2500
T,8,10,8,2,0,1.0,0.8,0.888888888888889,0,2,33.5,10.0,2,149,250.0,2500,2500
P,7,11,7,4,0,1.0,0.6363636363636364,0.7777777777777778,0,4,18.857142857142858,9.142857142857142,2,15,250.0,2500,2500
T,7,16,7,9,0,1.0,0.4375,0.6086956521739131,0,9,21.142857142857142,30.285714285714285,2,15,250.0,2500,2500
P,9,11,9,2,0,1.0,0.8181818181818182,0.9,0,2,3.5555555555555554,4.0,2,151,250.0,2500,2500
T,9,12,9,3,0,1.0,0.75,0.8571428571428571,0,3,14.222222222222221,11.11111111111111,2,151,250.0,2500,2500
P,8,10,8,2,0,1.0,0.8,0.888888888888889,0,2,4.0,2.0,2,152,250.0,2500,2500
T,8,10,8,2,0,1.0,0.8,0.888888888888889,0,2,25.0,5.5,2,152,250.0,2500,2500
P,7,8,7,1,0,1.0,0.875,0.9333333333333333,0,1,2.857142857142857,5.142857142857143,2,153,250.0,2500,2500
T,7,9,7,2,0,1.0,0.7777777777777778,0.8750000000000001,0,2,33.714285714285715,16.571428571428573,2,153,250.0,2500,2500
P,8,12,8,4,0,1.0,0.6666666666666666,0.8,0,4,10.5,8.0,2,154,250.0,2500,2500
T,8,11,8,3,0,1.0,0.7272727272727273,0.8421052631578948,0,3,18.5,8.0,2,154,250.0,2500,2500
P,7,11,7,4,0,1.0,0.6363636363636364,0.7777777777777778,0,4,6.285714285714286,10.285714285714286,2,155,250.0,2500,2500
T,7,10,7,3,0,1.0,0.7,0.8235294117647058,0,3,12.571428571428571,8.571428571428571,2,155,250.0,2500,2500
P,6,9,6,3,0,1.0,0.6666666666666666,0.8,0,3,3.3333333333333335,7.333333333333333,2,157,250.0,2500,2500
T,6,9,6,3,0,1.0,0.6666666666666666,0.8,0,3,14.0,2.6666666666666665,2,157,250.0,2500,2500
P,7,15,7,8,0,1.0,0.4666666666666667,0.6363636363636364,0,8,21.714285714285715,9.142857142857142,2,158,250.0,2500,2500
T,7,14,7,7,0,1.0,0.5,0.6666666666666666,0,7,28.0,14.857142857142858,2,158,250.0,2500,2500
P,8,11,8,3,0,1.0,0.7272727272727273,0.8421052631578948,0,3,5.0,3.0,2,159,250.0,2500,2500
T,8,11,8,3,0,1.0,0.7272727272727273,0.8421052631578948,0,3,43.0,17.0,2,159,250.0,2500,2500
P,9,12,9,3,0,1.0,0.75,0.8571428571428571,0,3,24.444444444444443,9.777777777777779,2,16,250.0,2500,2500
T,9,11,9,2,0,1.0,0.8181818181818182,0.9,0,2,17.77777777777778,11.11111111111111,2,16,250.0,2500,2500
P,7,10,7,3,0,1.0,0.7,0.8235294117647058,0,3,9.714285714285714,5.142857142857143,2,161,250.0,2500,2500
T,7,10,7,3,0,1.0,0.7,0.8235294117647058,0,3,29.142857142857142,6.857142857142857,2,161,250.0,2500,2500
P,9,10,9,1,0,1.0,0.9,0.9473684210526316,0,1,1.7777777777777777,2.2222222222222223,2,162,250.0,2500,2500
T,9,10,9,1,0,1.0,0.9,0.9473684210526316,0,1,26.22222222222222,12.444444444444445,2,162,250.0,2500,2500
P,9,11,9,2,0,1.0,0.8181818181818182,0.9,0,2,4.888888888888889,4.888888888888889,2,163,250.0,2500,2500
T,9,15,9,6,0,1.0,0.6,0.7499999999999999,0,6,25.77777777777778,19.555555555555557,2,163,250.0,2500,2500
P,8,10,8,2,0,1.0,0.8,0.888888888888889,0,2,7.5,5.5,2,164,250.0,2500,2500
T,8,11,8,3,0,1.0,0.7272727272727273,0.8421052631578948,0,3,7.0,7.0,2,164,250.0,2500,2500
P,8,13,8,5,0,1.0,0.6153846153846154,0.761904761904762,0,5,13.5,2.5,2,165,250.0,2500,2500
T,8,14,8,6,0,1.0,0.5714285714285714,0.7272727272727273,0,6,19.0,9.5,2,165,250.0,2500,2500
P,7,10,7,3,0,1.0,0.7,0.8235294117647058,0,3,4.0,9.142857142857142,2,166,250.0,2500,2500
T,7,10,7,3,0,1.0,0.7,0.8235294117647058,0,3,21.142857142857142,3.4285714285714284,2,166,250.0,2500,2500
P,8,11,8,3,0,1.0,0.7272727272727273,0.8421052631578948,0,3,1.0,4.5,2,167,250.0,2500,2500
T,8,13,8,5,0,1.0,0.6153846153846154,0.761904761904762,0,5,41.0,22.0,2,167,250.0,2500,2500
P,7,10,7,3,0,1.0,0.7,0.8235294117647058,0,3,9.142857142857142,9.142857142857142,2,168,250.0,2500,2500
T,7,10,7,3,0,1.0,0.7,0.8235294117647058,0,3,30.285714285714285,8.571428571428571,2,168,250.0,2500,2500
P,6,9,6,3,0,1.0,0.6666666666666666,0.8,0,3,5.333333333333333,4.666666666666667,2,169,250.0,2500,2500
T,6,8,6,2,0,1.0,0.75,0.8571428571428571,0,2,14.666666666666666,8.666666666666666,2,169,250.0,2500,2500
P,9,15,7,8,2,0.7777777777777778,0.4666666666666667,0.5833333333333334,2,8,46.285714285714285,69.14285714285714,2,17,250.0,2500,2500
T,9,18,9,9,0,1.0,0.5,0.6666666666666666,0,9,40.0,65.33333333333333,2,17,250.0,2500,2500
P,6,8,6,2,0,1.0,0.75,0.8571428571428571,0,2,2.6666666666666665,14.0,2,170,250.0,2500,2500
T,6,7,6,1,0,1.0,0.8571428571428571,0.923076923076923,0,1,13.333333333333334,3.3333333333333335,2,170,250.0,2500,2500
P,9,11,8,3,1,0.8888888888888888,0.7272727272727273,0.7999999999999999,1,3,58.0,21.5,2,171,250.0,2500,2500
T,9,11,9,2,0,1.0,0.8181818181818182,0.9,0,2,36.888888888888886,14.666666666666666,2,171,250.0,2500,2500
P,6,8,6,2,0,1.0,0.75,0.8571428571428571,0,2,7.333333333333333,6.666666666666667,2,172,250.0,2500,2500
T,6,7,6,1,0,1.0,0.8571428571428571,0.923076923076923,0,1,9.333333333333334,5.333333333333333,2,172,250.0,2500,2500
P,0,15,0,15,0,0.0,0.0,0.0,0,15,,,2,173,250.0,2500,2500
T,11,16,10,6,1,0.9090909090909091,0.625,0.7407407407407406,1,6,19.2,25.2,2,173,250.0,2500,2500
P,7,9,7,2,0,1.0,0.7777777777777778,0.8750000000000001,0,2,3.4285714285714284,4.571428571428571,2,174,250.0,2500,2500
T,7,10,7,3,0,1.0,0.7,0.8235294117647058,0,3,45.142857142857146,20.571428571428573,2,174,250.0,2500,2500
P,9,11,9,2,0,1.0,0.8181818181818182,0.9,0,2,3.5555555555555554,12.444444444444445,2,175,250.0,2500,2500
T,9,11,9,2,0,1.0,0.8181818181818182,0.9,0,2,37.333333333333336,12.88888888888889,2,175,250.0,2500,2500
P,7,10,7,3,0,1.0,0.7,0.8235294117647058,0,3,5.142857142857143,16.0,2,176,250.0,2500,2500
T,7,10,7,3,0,1.0,0.7,0.8235294117647058,0,3,7.428571428571429,8.571428571428571,2,176,250.0,2500,2500
P,11,11,11,0,0,1.0,1.0,1.0,0,0,6.545454545454546,10.545454545454545,2,177,250.0,2500,2500
T,11,11,11,0,0,1.0,1.0,1.0,0,0,31.272727272727273,12.727272727272727,2,177,250.0,2500,2500
P,11,13,11,2,0,1.0,0.8461538461538461,0.9166666666666666,0,2,9.090909090909092,9.454545454545455,2,178,250.0,2500,2500
T,11,16,11,5,0,1.0,0.6875,0.8148148148148148,0,5,19.636363636363637,9.818181818181818,2,178,250.0,2500,2500
P,7,10,7,3,0,1.0,0.7,0.8235294117647058,0,3,2.857142857142857,4.571428571428571,2,179,250.0,2500,2500
T,7,16,7,9,0,1.0,0.4375,0.6086956521739131,0,9,64.57142857142857,47.42857142857143,2,179,250.0,2500,2500
P,10,12,10,2,0,1.0,0.8333333333333334,0.9090909090909091,0,2,4.8,2.8,2,18,250.0,2500,2500
T,10,12,10,2,0,1.0,0.8333333333333334,0.9090909090909091,0,2,6.0,8.8,2,18,250.0,2500,2500
P,9,14,9,5,0,1.0,0.6428571428571429,0.782608695652174,0,5,11.555555555555555,17.77777777777778,2,180,250.0,2500,2500
T,9,18,7,11,2,0.7777777777777778,0.3888888888888889,0.5185185185185185,2,11,31.428571428571427,93.71428571428571,2,180,250.0,2500,2500
P,7,10,7,3,0,1.0,0.7,0.8235294117647058,0,3,16.0,8.0,2,181,250.0,2500,2500
T,7,10,7,3,0,1.0,0.7,0.8235294117647058,0,3,28.571428571428573,7.428571428571429,2,181,250.0,2500,2500
P,11,14,11,3,0,1.0,0.7857142857142857,0.88,0,3,8.363636363636363,4.7272727272727275,2,182,250.0,2500,2500
T,11,13,11,2,0,1.0,0.8461538461538461,0.9166666666666666,0,2,16.0,6.181818181818182,2,182,250.0,2500,2500
P,10,11,10,1,0,1.0,0.9090909090909091,0.9523809523809523,0,1,8.8,7.6,2,183,250.0,2500,2500
T,10,17,9,8,1,0.9,0.5294117647058824,0.6666666666666667,1,8,105.77777777777777,52.0,2,183,250.0,2500,2500
P,8,10,8,2,0,1.0,0.8,0.888888888888889,0,2,6.5,8.5,2,184,250.0,2500,2500
T,8,10,8,2,0,1.0,0.8,0.888888888888889,0,2,33.5,6.5,2,184,250.0,2500,2500
P,12,15,12,3,0,1.0,0.8,0.888888888888889,0,3,9.666666666666666,5.333333333333333,2,185,250.0,2500,2500
T,12,15,12,3,0,1.0,0.8,0.888888888888889,0,3,4.333333333333333,7.666666666666667,2,185,250.0,2500,2500
P,10,13,10,3,0,1.0,0.7692307692307693,0.8695652173913044,0,3,18.0,21.6,2,186,250.0,2500,2500
T,10,11,10,1,0,1.0,0.9090909090909091,0.9523809523809523,0,1,19.2,10.8,2,186,250.0,2500,2500
P,8,10,8,2,0,1.0,0.8,0.888888888888889,0,2,8.0,13.0,2,187,250.0,2500,2500
T,8,10,8,2,0,1.0,0.8,0.888888888888889,0,2,35.5,11.0,2,187,250.0,2500,2500
P,13,14,13,1,0,1.0,0.9285714285714286,0.962962962962963,0,1,4.3076923076923075,4.0,2,188,250.0,2500,2500
T,13,14,13,1,0,1.0,0.9285714285714286,0.962962962962963,0,1,12.615384615384615,6.769230769230769,2,188,250.0,2500,2500
P,7,12,7,5,0,1.0,0.5833333333333334,0.7368421052631579,0,5,8.0,16.0,2,189,250.0,2500,2500
T,7,7,7,0,0,1.0,1.0,1.0,0,0,16.0,9.142857142857142,2,189,250.0,2500,2500
P,7,10,7,3,0,1.0,0.7,0.8235294117647058,0,3,14.285714285714286,8.571428571428571,2,19,250.0,2500,2500
T,7,18,7,11,0,1.0,0.3888888888888889,0.56,0,11,38.285714285714285,20.571428571428573,2,19,250.0,2500,2500
P,11,13,11,2,0,1.0,0.8461538461538461,0.9166666666666666,0,2,15.272727272727273,6.909090909090909,2,190,250.0,2500,2500
T,11,14,11,3,0,1.0,0.7857142857142857,0.88,0,3,14.545454545454545,11.272727272727273,2,190,250.0,2500,2500
P,7,10,7,3,0,1.0,0.7,0.8235294117647058,0,3,3.4285714285714284,7.428571428571429,2,191,250.0,2500,2500
T,7,11,7,4,0,1.0,0.6363636363636364,0.7777777777777778,0,4,36.57142857142857,4.571428571428571,2,191,250.0,2500,2500
P,7,14,7,7,0,1.0,0.5,0.6666666666666666,0,7,18.285714285714285,25.714285714285715,2,192,250.0,2500,2500
T,7,16,7,9,0,1.0,0.4375,0.6086956521739131,0,9,5.142857142857143,22.857142857142858,2,192,250.0,2500,2500
P,8,12,8,4,0,1.0,0.6666666666666666,0.8,0,4,9.0,14.0,2,193,250.0,2500,2500
T,8,9,8,1,0,1.0,0.8888888888888888,0.9411764705882353,0,1,21.0,5.5,2,193,250.0,2500,2500
P,7,12,7,5,0,1.0,0.5833333333333334,0.7368421052631579,0,5,12.571428571428571,14.285714285714286,2,194,250.0,2500,2500
T,7,9,7,2,0,1.0,0.7777777777777778,0.8750000000000001,0,2,41.714285714285715,11.428571428571429,2,194,250.0,2500,2500
P,8,10,8,2,0,1.0,0.8,0.888888888888889,0,2,4.5,4.0,2,195,250.0,2500,2500
T,8,10,8,2,0,1.0,0.8,0.888888888888889,0,2,20.5,5.0,2,195,250.0,2500,2500
P,9,13,9,4,0,1.0,0.6923076923076923,0.8181818181818181,0,4,12.88888888888889,15.555555555555555,2,196,250.0,2500,2500
T,9,13,9,4,0,1.0,0.6923076923076923,0.8181818181818181,0,4,13.777777777777779,11.555555555555555,2,196,250.0,2500,2500
P,10,12,10,2,0,1.0,0.8333333333333334,0.9090909090909091,0,2,4.0,8.0,2,197,250.0,2500,2500
T,10,12,10,2,0,1.0,0.8333333333333334,0.9090909090909091,0,2,9.2,10.0,2,197,250.0,2500,2500
P,7,9,7,2,0,1.0,0.7777777777777778,0.8750000000000001,0,2,2.857142857142857,5.142857142857143,2,198,250.0,2500,2500
T,7,9,7,2,0,1.0,0.7777777777777778,0.8750000000000001,0,2,15.428571428571429,2.857142857142857,2,198,250.0,2500,2500
P,7,9,7,2,0,1.0,0.7777777777777778,0.8750000000000001,0,2,9.142857142857142,3.4285714285714284,2,199,250.0,2500,2500
T,7,9,7,2,0,1.0,0.7777777777777778,0.8750000000000001,0,2,29.142857142857142,8.0,2,199,250.0,2500,2500
P,7,17,7,10,0,1.0,0.4117647058823529,0.5833333333333334,0,10,49.142857142857146,50.857142857142854,2,20,250.0,2500,2500
T,7,14,7,7,0,1.0,0.5,0.6666666666666666,0,7,13.714285714285714,14.285714285714286,2,20,250.0,2500,2500
P,8,10,8,2,0,1.0,0.8,0.888888888888889,0,2,5.0,8.0,2,200,250.0,2500,2500
T,8,10,8,2,0,1.0,0.8,0.888888888888889,0,2,18.0,4.0,2,200,250.0,2500,2500
P,9,11,9,2,0,1.0,0.8181818181818182,0.9,0,2,2.6666666666666665,11.555555555555555,2,21,250.0,2500,2500
T,9,16,9,7,0,1.0,0.5625,0.72,0,7,32.888888888888886,24.0,2,21,250.0,2500,2500
P,10,13,10,3,0,1.0,0.7692307692307693,0.8695652173913044,0,3,20.4,18.0,2,22,250.0,2500,2500
T,10,11,10,1,0,1.0,0.9090909090909091,0.9523809523809523,0,1,6.8,10.8,2,22,250.0,2500,2500
P,7,16,7,9,0,1.0,0.4375,0.6086956521739131,0,9,46.285714285714285,30.285714285714285,2,23,250.0,2500,2500
T,7,9,7,2,0,1.0,0.7777777777777778,0.8750000000000001,0,2,13.714285714285714,4.571428571428571,2,23,250.0,2500,2500
P,6,2,1,1,5,0.16666666666666666,0.5,0.25,5,1,60.0,4.0,2,24,250.0,2500,2500
T,6,12,6,6,0,1.0,0.5,0.6666666666666666,0,6,12.666666666666666,44.666666666666664,2,24,250.0,2500,2500
P,6,9,6,3,0,1.0,0.6666666666666666,0.8,0,3,3.3333333333333335,4.666666666666667,2,25,250.0,2500,2500
T,6,9,6,3,0,1.0,0.6666666666666666,0.8,0,3,38.0,8.666666666666666,2,25,250.0,2500,2500
P,7,11,7,4,0,1.0,0.6363636363636364,0.7777777777777778,0,4,2.857142857142857,17.142857142857142,2,26,250.0,2500,2500
T,7,15,7,8,0,1.0,0.4666666666666667,0.6363636363636364,0,8,42.857142857142854,28.571428571428573,2,26,250.0,2500,2500
P,6,8,6,2,0,1.0,0.75,0.8571428571428571,0,2,4.0,6.666666666666667,2,27,250.0,2500,2500
T,6,9,6,3,0,1.0,0.6666666666666666,0.8,0,3,17.333333333333332,8.0,2,27,250.0,2500,2500
P,7,9,7,2,0,1.0,0.7777777777777778,0.8750000000000001,0,2,5.142857142857143,5.142857142857143,2,28,250.0,2500,2500
T,7,17,7,10,0,1.0,0.4117647058823529,0.5833333333333334,0,10,18.285714285714285,14.285714285714286,2,28,250.0,2500,2500
P,8,10,8,2,0,1.0,0.8,0.888888888888889,0,2,3.0,8.0,2,29,250.0,2500,2500
T,8,2,0,2,8,0.0,0.0,0.0,8,2,,,2,29,250.0,2500,2500
P,8,13,8,5,0,1.0,0.6153846153846154,0.761904761904762,0,5,29.5,29.5,2,3,250.0,2500,2500
T,8,13,8,5,0,1.0,0.6153846153846154,0.761904761904762,0,5,11.0,8.0,2,3,250.0,2500,2500
P,6,8,6,2,0,1.0,0.75,0.8571428571428571,0,2,2.0,10.0,2,30,250.0,2500,2500
T,6,7,6,1,0,1.0,0.8571428571428571,0.923076923076923,0,1,12.666666666666666,5.333333333333333,2,30,250.0,2500,2500
P,8,6,3,3,5,0.375,0.5,0.42857142857142855,5,3,30.666666666666668,32.0,2,31,250.0,2500,2500
T,8,20,8,12,0,1.0,0.4,0.5714285714285715,0,12,90.5,15.0,2,31,250.0,2500,2500
P,8,9,8,1,0,1.0,0.8888888888888888,0.9411764705882353,0,1,2.5,5.5,2,32,250.0,2500,2500
T,8,11,8,3,0,1.0,0.7272727272727273,0.8421052631578948,0,3,27.5,5.5,2,32,250.0,2500,2500
P,7,10,7,3,0,1.0,0.7,0.8235294117647058,0,3,4.0,3.4285714285714284,2,33,250.0,2500,2500
T,7,16,7,9,0,1.0,0.4375,0.6086956521739131,0,9,42.857142857142854,53.142857142857146,2,33,250.0,2500,2500
P,0,9,0,9,0,0.0,0.0,0.0,0,9,,,2,34,250.0,2500,2500
T,7,19,7,12,0,1.0,0.3684210526315789,0.5384615384615384,0,12,32.0,23.428571428571427,2,34,250.0,2500,2500
P,7,10,7,3,0,1.0,0.7,0.8235294117647058,0,3,5.714285714285714,9.714285714285714,2,36,250.0,2500,2500
T,7,10,7,3,0,1.0,0.7,0.8235294117647058,0,3,18.857142857142858,8.0,2,36,250.0,2500,2500
P,0,18,0,18,0,0.0,0.0,0.0,0,18,,,2,38,250.0,2500,2500
T,14,25,13,12,1,0.9285714285714286,0.52,0.6666666666666666,1,12,25.23076923076923,26.153846153846153,2,38,250.0,2500,2500
P,6,14,6,8,0,1.0,0.42857142857142855,0.6,0,8,57.333333333333336,32.0,2,39,250.0,2500,2500
T,6,8,6,2,0,1.0,0.75,0.8571428571428571,0,2,23.333333333333332,8.0,2,39,250.0,2500,2500
P,8,10,8,2,0,1.0,0.8,0.888888888888889,0,2,4.5,10.0,2,40,250.0,2500,2500
T,8,10,8,2,0,1.0,0.8,0.888888888888889,0,2,12.0,6.5,2,40,250.0,2500,2500
P,5,7,5,2,0,1.0,0.7142857142857143,0.8333333333333333,0,2,3.2,8.8,2,41,250.0,2500,2500
T,5,6,5,1,0,1.0,0.8333333333333334,0.9090909090909091,0,1,39.2,4.8,2,41,250.0,2500,2500
P,7,9,7,2,0,1.0,0.7777777777777778,0.8750000000000001,0,2,4.0,9.142857142857142,2,42,250.0,2500,2500
T,7,8,7,1,0,1.0,0.875,0.9333333333333333,0,1,30.857142857142858,6.285714285714286,2,42,250.0,2500,2500
P,7,12,7,5,0,1.0,0.5833333333333334,0.7368421052631579,0,5,16.0,19.428571428571427,2,43,250.0,2500,2500
T,7,9,7,2,0,1.0,0.7777777777777778,0.8750000000000001,0,2,10.285714285714286,8.571428571428571,2,43,250.0,2500,2500
P,0,3,0,3,0,0.0,0.0,0.0,0,3,,,2,44,250.0,2500,2500
T,8,13,8,5,0,1.0,0.6153846153846154,0.761904761904762,0,5,61.5,27.5,2,44,250.0,2500,2500
P,0,8,0,8,0,0.0,0.0,0.0,0,8,,,2,45,250.0,2500,2500
T,7,11,7,4,0,1.0,0.6363636363636364,0.7777777777777778,0,4,15.428571428571429,5.714285714285714,2,45,250.0,2500,2500
P,7,10,7,3,0,1.0,0.7,0.8235294117647058,0,3,5.142857142857143,16.0,2,46,250.0,2500,2500
T,7,10,7,3,0,1.0,0.7,0.8235294117647058,0,3,14.285714285714286,10.285714285714286,2,46,250.0,2500,2500
P,5,8,5,3,0,1.0,0.625,0.7692307692307693,0,3,10.4,5.6,2,47,250.0,2500,2500
T,5,7,5,2,0,1.0,0.7142857142857143,0.8333333333333333,0,2,27.2,13.6,2,47,250.0,2500,2500
P,7,9,7,2,0,1.0,0.7777777777777778,0.8750000000000001,0,2,4.0,7.428571428571429,2,49,250.0,2500,2500
T,7,8,7,1,0,1.0,0.875,0.9333333333333333,0,1,45.142857142857146,14.857142857142858,2,49,250.0,2500,2500
P,6,10,6,4,0,1.0,0.6,0.7499999999999999,0,4,6.0,7.333333333333333,2,5,250.0,2500,2500
T,6,9,6,3,0,1.0,0.6666666666666666,0.8,0,3,1.3333333333333333,10.0,2,5,250.0,2500,2500
P,8,13,8,5,0,1.0,0.6153846153846154,0.761904761904762,0,5,11.0,14.0,2,50,250.0,2500,2500
T,8,12,8,4,0,1.0,0.6666666666666666,0.8,0,4,19.5,4.0,2,50,250.0,2500,2500
P,0,3,0,3,0,0.0,0.0,0.0,0,3,,,2,51,250.0,2500,2500
T,7,8,6,2,1,0.8571428571428571,0.75,0.7999999999999999,1,2,6.666666666666667,6.666666666666667,2,51,250.0,2500,2500
P,0,14,0,14,0,0.0,0.0,0.0,0,14,,,2,52,250.0,2500,2500
T,8,31,8,23,0,1.0,0.25806451612903225,0.41025641025641024,0,23,49.0,62.0,2,52,250.0,2500,2500
P,8,9,8,1,0,1.0,0.8888888888888888,0.9411764705882353,0,1,8.5,9.0,2,53,250.0,2500,2500
T,8,9,8,1,0,1.0,0.8888888888888888,0.9411764705882353,0,1,5.5,4.0,2,53,250.0,2500,2500
P,7,10,7,3,0,1.0,0.7,0.8235294117647058,0,3,10.285714285714286,4.571428571428571,2,55,250.0,2500,2500
T,7,16,7,9,0,1.0,0.4375,0.6086956521739131,0,9,100.0,9.142857142857142,2,55,250.0,2500,2500
P,10,11,10,1,0,1.0,0.9090909090909091,0.9523809523809523,0,1,6.4,15.6,2,56,250.0,2500,2500
T,10,11,10,1,0,1.0,0.9090909090909091,0.9523809523809523,0,1,24.4,8.4,2,56,250.0,2500,2500
P,12,12,12,0,0,1.0,1.0,1.0,0,0,7.0,3.3333333333333335,2,57,250.0,2500,2500
T,12,13,12,1,0,1.0,0.9230769230769231,0.9600000000000001,0,1,29.0,30.0,2,57,250.0,2500,2500
P,9,9,9,0,0,1.0,1.0,1.0,0,0,4.888888888888889,10.666666666666666,2,58,250.0,2500,2500
T,9,9,9,0,0,1.0,1.0,1.0,0,0,12.444444444444445,9.777777777777779,2,58,250.0,2500,2500
P,5,13,5,8,0,1.0,0.38461538461538464,0.5555555555555556,0,8,12.8,41.6,2,59,250.0,2500,2500
T,5,9,5,4,0,1.0,0.5555555555555556,0.7142857142857143,0,4,35.2,9.6,2,59,250.0,2500,2500
P,6,8,6,2,0,1.0,0.75,0.8571428571428571,0,2,4.0,5.333333333333333,2,6,250.0,2500,2500
T,6,8,6,2,0,1.0,0.75,0.8571428571428571,0,2,15.333333333333334,5.333333333333333,2,6,250.0,2500,2500
P,7,6,4,2,3,0.5714285714285714,0.6666666666666666,0.6153846153846153,3,2,13.0,66.0,2,60,250.0,2500,2500
T,7,9,7,2,0,1.0,0.7777777777777778,0.8750000000000001,0,2,9.142857142857142,8.0,2,60,250.0,2500,2500
P,8,9,8,1,0,1.0,0.8888888888888888,0.9411764705882353,0,1,20.5,14.5,2,61,250.0,2500,2500
T,8,15,8,7,0,1.0,0.5333333333333333,0.6956521739130436,0,7,12.5,69.0,2,61,250.0,2500,2500
P,8,12,8,4,0,1.0,0.6666666666666666,0.8,0,4,5.5,12.5,2,62,250.0,2500,2500
T,8,11,8,3,0,1.0,0.7272727272727273,0.8421052631578948,0,3,10.5,9.0,2,62,250.0,2500,2500
P,9,11,9,2,0,1.0,0.8181818181818182,0.9,0,2,9.333333333333334,13.777777777777779,2,63,250.0,2500,2500
T,9,11,9,2,0,1.0,0.8181818181818182,0.9,0,2,34.22222222222222,12.88888888888889,2,63,250.0,2500,2500
P,8,10,8,2,0,1.0,0.8,0.888888888888889,0,2,3.0,5.5,2,64,250.0,2500,2500
T,8,10,8,2,0,1.0,0.8,0.888888888888889,0,2,12.5,5.5,2,64,250.0,2500,2500
P,11,18,11,7,0,1.0,0.6111111111111112,0.7586206896551725,0,7,32.0,20.0,2,65,250.0,2500,2500
T,11,13,11,2,0,1.0,0.8461538461538461,0.9166666666666666,0,2,25.454545454545453,16.363636363636363,2,65,250.0,2500,2500
P,5,8,5,3,0,1.0,0.625,0.7692307692307693,0,3,6.4,11.2,2,66,250.0,2500,2500
T,5,7,5,2,0,1.0,0.7142857142857143,0.8333333333333333,0,2,14.4,5.6,2,66,250.0,2500,2500
P,6,9,6,3,0,1.0,0.6666666666666666,0.8,0,3,4.0,2.0,2,67,250.0,2500,2500
T,6,9,6,3,0,1.0,0.6666666666666666,0.8,0,3,37.333333333333336,6.666666666666667,2,67,250.0,2500,2500
P,8,10,8,2,0,1.0,0.8,0.888888888888889,0,2,8.5,8.5,2,68,250.0,2500,2500
T,8,10,8,2,0,1.0,0.8,0.888888888888889,0,2,11.0,14.5,2,68,250.0,2500,2500
P,10,12,10,2,0,1.0,0.8333333333333334,0.9090909090909091,0,2,6.0,5.6,2,69,250.0,2500,2500
T,10,13,10,3,0,1.0,0.7692307692307693,0.8695652173913044,0,3,12.0,7.6,2,69,250.0,2500,2500
P,7,11,7,4,0,1.0,0.6363636363636364,0.7777777777777778,0,4,12.571428571428571,14.857142857142858,2,7,250.0,2500,2500
T,7,10,7,3,0,1.0,0.7,0.8235294117647058,0,3,17.714285714285715,6.857142857142857,2,7,250.0,2500,2500
P,12,15,12,3,0,1.0,0.8,0.888888888888889,0,3,15.666666666666666,7.0,2,70,250.0,2500,2500
T,12,16,12,4,0,1.0,0.75,0.8571428571428571,0,4,8.666666666666666,10.666666666666666,2,70,250.0,2500,2500
P,7,9,7,2,0,1.0,0.7777777777777778,0.8750000000000001,0,2,2.2857142857142856,1.7142857142857142,2,71,250.0,2500,2500
T,7,9,7,2,0,1.0,0.7777777777777778,0.8750000000000001,0,2,42.857142857142854,16.571428571428573,2,71,250.0,2500,2500
P,7,10,7,3,0,1.0,0.7,0.8235294117647058,0,3,12.0,16.571428571428573,2,72,250.0,2500,2500
T,7,11,7,4,0,1.0,0.6363636363636364,0.7777777777777778,0,4,20.0,4.0,2,72,250.0,2500,2500
P,7,9,7,2,0,1.0,0.7777777777777778,0.8750000000000001,0,2,4.0,5.142857142857143,2,73,250.0,2500,2500
T,7,9,7,2,0,1.0,0.7777777777777778,0.8750000000000001,0,2,9.714285714285714,2.857142857142857,2,73,250.0,2500,2500
P,10,21,10,11,0,1.0,0.47619047619047616,0.6451612903225806,0,11,10.8,12.8,2,76,250.0,2500,2500
T,10,14,10,4,0,1.0,0.7142857142857143,0.8333333333333333,0,4,8.8,6.4,2,76,250.0,2500,2500
P,9,14,9,5,0,1.0,0.6428571428571429,0.782608695652174,0,5,8.0,14.666666666666666,2,77,250.0,2500,2500
T,9,12,9,3,0,1.0,0.75,0.8571428571428571,0,3,13.777777777777779,4.888888888888889,2,77,250.0,2500,2500
P,7,11,7,4,0,1.0,0.6363636363636364,0.7777777777777778,0,4,57.142857142857146,14.285714285714286,2,78,250.0,2500,2500
T,7,13,7,6,0,1.0,0.5384615384615384,0.7000000000000001,0,6,25.142857142857142,45.714285714285715,2,78,250.0,2500,2500
P,7,13,7,6,0,1.0,0.5384615384615384,0.7000000000000001,0,6,13.142857142857142,28.571428571428573,2,79,250.0,2500,2500
T,7,20,7,13,0,1.0,0.35,0.5185185185185185,0,13,13.714285714285714,24.571428571428573,2,79,250.0,2500,2500
