Wave,Boundary,error_samples,error_ms,seed,record_id,sampling_frequency_hz
T,Onset,-9,-36.0,1,28,250.0
T,Offset,3,12.0,1,28,250.0
T,Onset,3,12.0,1,28,250.0
T,Offset,5,20.0,1,28,250.0
T,Onset,-13,-52.0,1,28,250.0
T,Offset,-2,-8.0,1,28,250.0
T,Onset,22,88.0,1,28,250.0
T,Offset,-2,-8.0,1,28,250.0
T,Onset,-4,-16.0,1,28,250.0
T,Offset,-16,-64.0,1,28,250.0
P,Onset,5,20.0,1,29,250.0
P,Offset,-4,-16.0,1,29,250.0
P,Onset,7,28.0,1,29,250.0
P,Offset,-5,-20.0,1,29,250.0
P,Onset,8,32.0,1,29,250.0
P,Offset,-5,-20.0,1,29,250.0
P,Onset,7,28.0,1,29,250.0
P,Offset,-2,-8.0,1,29,250.0
P,Onset,7,28.0,1,29,250.0
P,Offset,-2,-8.0,1,29,250.0
P,Onset,10,40.0,1,29,250.0
P,Offset,-3,-12.0,1,29,250.0
P,Onset,10,40.0,1,29,250.0
P,Offset,-2,-8.0,1,29,250.0
P,Onset,10,40.0,1,29,250.0
P,Offset,0,0.0,1,29,250.0
P,Onset,14,56.0,1,3,250.0
P,Offset,-5,-20.0,1,3,250.0
P,Onset,12,48.0,1,3,250.0
P,Offset,-3,-12.0,1,3,250.0
P,Onset,14,56.0,1,3,250.0
P,Offset,-4,-16.0,1,3,250.0
P,Onset,16,64.0,1,3,250.0
P,Offset,-5,-20.0,1,3,250.0
P,Onset,16,64.0,1,3,250.0
P,Offset,-4,-16.0,1,3,250.0
P,Onset,13,52.0,1,3,250.0
P,Offset,-1,-4.0,1,3,250.0
P,Onset,18,72.0,1,3,250.0
P,Offset,-5,-20.0,1,3,250.0
P,Onset,16,64.0,1,3,250.0
P,Offset,-3,-12.0,1,3,250.0
T,Onset,1,4.0,1,3,250.0
T,Offset,-1,-4.0,1,3,250.0
T,Onset,0,0.0,1,3,250.0
T,Offset,-2,-8.0,1,3,250.0
T,Onset,5,20.0,1,3,250.0
T,Offset,-1,-4.0,1,3,250.0
T,Onset,-2,-8.0,1,3,250.0
T,Offset,-4,-16.0,1,3,250.0
T,Onset,11,44.0,1,3,250.0
T,Offset,-2,-8.0,1,3,250.0
T,Onset,11,44.0,1,3,250.0
T,Offset,0,0.0,1,3,250.0
T,Onset,19,76.0,1,3,250.0
T,Offset,0,0.0,1,3,250.0
T,Onset,20,80.0,1,3,250.0
T,Offset,0,0.0,1,3,250.0
P,Onset,-1,-4.0,1,30,250.0
P,Offset,0,0.0,1,30,250.0
P,Onset,1,4.0,1,30,250.0
P,Offset,-3,-12.0,1,30,250.0
P,Onset,1,4.0,1,30,250.0
P,Offset,-3,-12.0,1,30,250.0
P,Onset,0,0.0,1,30,250.0
P,Offset,-2,-8.0,1,30,250.0
P,Onset,0,0.0,1,30,250.0
P,Offset,-3,-12.0,1,30,250.0
P,Onset,-1,-4.0,1,30,250.0
P,Offset,-3,-12.0,1,30,250.0
T,Onset,3,12.0,1,30,250.0
T,Offset,-3,-12.0,1,30,250.0
T,Onset,3,12.0,1,30,250.0
T,Offset,-2,-8.0,1,30,250.0
T,Onset,4,16.0,1,30,250.0
T,Offset,-2,-8.0,1,30,250.0
T,Onset,5,20.0,1,30,250.0
T,Offset,-1,-4.0,1,30,250.0
T,Onset,6,24.0,1,30,250.0
T,Offset,-1,-4.0,1,30,250.0
T,Onset,6,24.0,1,30,250.0
T,Offset,1,4.0,1,30,250.0
P,Onset,2,8.0,1,31,250.0
P,Offset,-4,-16.0,1,31,250.0
P,Onset,0,0.0,1,31,250.0
P,Offset,-4,-16.0,1,31,250.0
P,Onset,9,36.0,1,31,250.0
P,Offset,-3,-12.0,1,31,250.0
P,Onset,15,60.0,1,31,250.0
P,Offset,-5,-20.0,1,31,250.0
P,Onset,17,68.0,1,31,250.0
P,Offset,-3,-12.0,1,31,250.0
T,Onset,-2,-8.0,1,31,250.0
T,Offset,-1,-4.0,1,31,250.0
T,Onset,1,4.0,1,31,250.0
T,Offset,-5,-20.0,1,31,250.0
T,Onset,3,12.0,1,31,250.0
T,Offset,1,4.0,1,31,250.0
T,Onset,20,80.0,1,31,250.0
T,Offset,-10,-40.0,1,31,250.0
T,Onset,-1,-4.0,1,31,250.0
T,Offset,-10,-40.0,1,31,250.0
T,Onset,19,76.0,1,31,250.0
T,Offset,-7,-28.0,1,31,250.0
T,Onset,-2,-8.0,1,31,250.0
T,Offset,-10,-40.0,1,31,250.0
T,Onset,27,108.0,1,31,250.0
T,Offset,-5,-20.0,1,31,250.0
P,Onset,0,0.0,1,32,250.0
P,Offset,0,0.0,1,32,250.0
P,Onset,1,4.0,1,32,250.0
P,Offset,-2,-8.0,1,32,250.0
P,Onset,1,4.0,1,32,250.0
P,Offset,-3,-12.0,1,32,250.0
P,Onset,1,4.0,1,32,250.0
P,Offset,-3,-12.0,1,32,250.0
P,Onset,0,0.0,1,32,250.0
P,Offset,-2,-8.0,1,32,250.0
P,Onset,0,0.0,1,32,250.0
P,Offset,-2,-8.0,1,32,250.0
P,Onset,0,0.0,1,32,250.0
P,Offset,-2,-8.0,1,32,250.0
P,Onset,-1,-4.0,1,32,250.0
P,Offset,-1,-4.0,1,32,250.0
T,Onset,1,4.0,1,32,250.0
T,Offset,0,0.0,1,32,250.0
T,Onset,0,0.0,1,32,250.0
T,Offset,-1,-4.0,1,32,250.0
T,Onset,-1,-4.0,1,32,250.0
T,Offset,-1,-4.0,1,32,250.0
T,Onset,-1,-4.0,1,32,250.0
T,Offset,-2,-8.0,1,32,250.0
T,Onset,3,12.0,1,32,250.0
T,Offset,0,0.0,1,32,250.0
T,Onset,-3,-12.0,1,32,250.0
T,Offset,-1,-4.0,1,32,250.0
T,Onset,-3,-12.0,1,32,250.0
T,Offset,-1,-4.0,1,32,250.0
T,Onset,-1,-4.0,1,32,250.0
T,Offset,-3,-12.0,1,32,250.0
P,Onset,1,4.0,1,33,250.0
P,Offset,-1,-4.0,1,33,250.0
P,Onset,0,0.0,1,33,250.0
P,Offset,1,4.0,1,33,250.0
P,Onset,0,0.0,1,33,250.0
P,Offset,1,4.0,1,33,250.0
P,Onset,-1,-4.0,1,33,250.0
P,Offset,0,0.0,1,33,250.0
P,Onset,1,4.0,1,33,250.0
P,Offset,1,4.0,1,33,250.0
P,Onset,2,8.0,1,33,250.0
P,Offset,0,0.0,1,33,250.0
P,Onset,-2,-8.0,1,33,250.0
P,Offset,-1,-4.0,1,33,250.0
T,Onset,-2,-8.0,1,33,250.0
T,Offset,4,16.0,1,33,250.0
T,Onset,4,16.0,1,33,250.0
T,Offset,-1,-4.0,1,33,250.0
T,Onset,-2,-8.0,1,33,250.0
T,Offset,-1,-4.0,1,33,250.0
T,Onset,3,12.0,1,33,250.0
T,Offset,1,4.0,1,33,250.0
T,Onset,0,0.0,1,33,250.0
T,Offset,6,24.0,1,33,250.0
T,Onset,12,48.0,1,33,250.0
T,Offset,4,16.0,1,33,250.0
T,Onset,15,60.0,1,33,250.0
T,Offset,3,12.0,1,33,250.0
T,Onset,-3,-12.0,1,34,250.0
T,Offset,4,16.0,1,34,250.0
T,Onset,-3,-12.0,1,34,250.0
T,Offset,1,4.0,1,34,250.0
T,Onset,-2,-8.0,1,34,250.0
T,Offset,-2,-8.0,1,34,250.0
T,Onset,8,32.0,1,34,250.0
T,Offset,1,4.0,1,34,250.0
T,Onset,11,44.0,1,34,250.0
T,Offset,7,28.0,1,34,250.0
T,Onset,19,76.0,1,34,250.0
T,Offset,0,0.0,1,34,250.0
T,Onset,24,96.0,1,34,250.0
T,Offset,0,0.0,1,34,250.0
P,Onset,0,0.0,1,36,250.0
P,Offset,0,0.0,1,36,250.0
P,Onset,2,8.0,1,36,250.0
P,Offset,-1,-4.0,1,36,250.0
P,Onset,0,0.0,1,36,250.0
P,Offset,-1,-4.0,1,36,250.0
P,Onset,2,8.0,1,36,250.0
P,Offset,-4,-16.0,1,36,250.0
P,Onset,2,8.0,1,36,250.0
P,Offset,-4,-16.0,1,36,250.0
P,Onset,1,4.0,1,36,250.0
P,Offset,-3,-12.0,1,36,250.0
P,Onset,0,0.0,1,36,250.0
P,Offset,-4,-16.0,1,36,250.0
T,Onset,2,8.0,1,36,250.0
T,Offset,-2,-8.0,1,36,250.0
T,Onset,2,8.0,1,36,250.0
T,Offset,-2,-8.0,1,36,250.0
T,Onset,3,12.0,1,36,250.0
T,Offset,0,0.0,1,36,250.0
T,Onset,3,12.0,1,36,250.0
T,Offset,1,4.0,1,36,250.0
T,Onset,6,24.0,1,36,250.0
T,Offset,-1,-4.0,1,36,250.0
T,Onset,-2,-8.0,1,36,250.0
T,Offset,-3,-12.0,1,36,250.0
T,Onset,6,24.0,1,36,250.0
T,Offset,2,8.0,1,36,250.0
T,Onset,1,4.0,1,38,250.0
T,Offset,-1,-4.0,1,38,250.0
T,Onset,4,16.0,1,38,250.0
T,Offset,-2,-8.0,1,38,250.0
T,Onset,4,16.0,1,38,250.0
T,Offset,-1,-4.0,1,38,250.0
T,Onset,2,8.0,1,38,250.0
T,Offset,1,4.0,1,38,250.0
T,Onset,1,4.0,1,38,250.0
T,Offset,3,12.0,1,38,250.0
T,Onset,4,16.0,1,38,250.0
T,Offset,1,4.0,1,38,250.0
T,Onset,8,32.0,1,38,250.0
T,Offset,-3,-12.0,1,38,250.0
T,Onset,2,8.0,1,38,250.0
T,Offset,3,12.0,1,38,250.0
T,Onset,-1,-4.0,1,38,250.0
T,Offset,-5,-20.0,1,38,250.0
T,Onset,6,24.0,1,38,250.0
T,Offset,-13,-52.0,1,38,250.0
T,Onset,11,44.0,1,38,250.0
T,Offset,-3,-12.0,1,38,250.0
T,Onset,22,88.0,1,38,250.0
T,Offset,-14,-56.0,1,38,250.0
T,Onset,-9,-36.0,1,38,250.0
T,Offset,1,4.0,1,38,250.0
T,Onset,17,68.0,1,38,250.0
T,Offset,-2,-8.0,1,38,250.0
P,Onset,-1,-4.0,1,39,250.0
P,Offset,1,4.0,1,39,250.0
P,Onset,0,0.0,1,39,250.0
P,Offset,1,4.0,1,39,250.0
P,Onset,3,12.0,1,39,250.0
P,Offset,-19,-76.0,1,39,250.0
P,Onset,13,52.0,1,39,250.0
P,Offset,3,12.0,1,39,250.0
P,Onset,17,68.0,1,39,250.0
P,Offset,0,0.0,1,39,250.0
P,Onset,6,24.0,1,39,250.0
P,Offset,-23,-92.0,1,39,250.0
T,Onset,-4,-16.0,1,39,250.0
T,Offset,4,16.0,1,39,250.0
T,Onset,-3,-12.0,1,39,250.0
T,Offset,1,4.0,1,39,250.0
T,Onset,-2,-8.0,1,39,250.0
T,Offset,0,0.0,1,39,250.0
T,Onset,3,12.0,1,39,250.0
T,Offset,1,4.0,1,39,250.0
T,Onset,8,32.0,1,39,250.0
T,Offset,5,20.0,1,39,250.0
T,Onset,17,68.0,1,39,250.0
T,Offset,1,4.0,1,39,250.0
P,Onset,2,8.0,1,40,250.0
P,Offset,-1,-4.0,1,40,250.0
P,Onset,-2,-8.0,1,40,250.0
P,Offset,1,4.0,1,40,250.0
P,Onset,3,12.0,1,40,250.0
P,Offset,-2,-8.0,1,40,250.0
P,Onset,1,4.0,1,40,250.0
P,Offset,-3,-12.0,1,40,250.0
P,Onset,-1,-4.0,1,40,250.0
P,Offset,-2,-8.0,1,40,250.0
P,Onset,0,0.0,1,40,250.0
P,Offset,-3,-12.0,1,40,250.0
P,Onset,1,4.0,1,40,250.0
P,Offset,-5,-20.0,1,40,250.0
P,Onset,0,0.0,1,40,250.0
P,Offset,-4,-16.0,1,40,250.0
T,Onset,0,0.0,1,40,250.0
T,Offset,-1,-4.0,1,40,250.0
T,Onset,0,0.0,1,40,250.0
T,Offset,-1,-4.0,1,40,250.0
T,Onset,1,4.0,1,40,250.0
T,Offset,-2,-8.0,1,40,250.0
T,Onset,1,4.0,1,40,250.0
T,Offset,1,4.0,1,40,250.0
T,Onset,1,4.0,1,40,250.0
T,Offset,-4,-16.0,1,40,250.0
T,Onset,4,16.0,1,40,250.0
T,Offset,0,0.0,1,40,250.0
T,Onset,6,24.0,1,40,250.0
T,Offset,-2,-8.0,1,40,250.0
T,Onset,6,24.0,1,40,250.0
T,Offset,0,0.0,1,40,250.0
P,Onset,0,0.0,1,41,250.0
P,Offset,-1,-4.0,1,41,250.0
P,Onset,2,8.0,1,41,250.0
P,Offset,-3,-12.0,1,41,250.0
P,Onset,2,8.0,1,41,250.0
P,Offset,-5,-20.0,1,41,250.0
P,Onset,0,0.0,1,41,250.0
P,Offset,-3,-12.0,1,41,250.0
P,Onset,0,0.0,1,41,250.0
P,Offset,-3,-12.0,1,41,250.0
T,Onset,6,24.0,1,41,250.0
T,Offset,0,0.0,1,41,250.0
T,Onset,11,44.0,1,41,250.0
T,Offset,-1,-4.0,1,41,250.0
T,Onset,11,44.0,1,41,250.0
T,Offset,1,4.0,1,41,250.0
T,Onset,15,60.0,1,41,250.0
T,Offset,-2,-8.0,1,41,250.0
T,Onset,14,56.0,1,41,250.0
T,Offset,-1,-4.0,1,41,250.0
P,Onset,0,0.0,1,42,250.0
P,Offset,1,4.0,1,42,250.0
P,Onset,2,8.0,1,42,250.0
P,Offset,0,0.0,1,42,250.0
P,Onset,-1,-4.0,1,42,250.0
P,Offset,-1,-4.0,1,42,250.0
P,Onset,-1,-4.0,1,42,250.0
P,Offset,-2,-8.0,1,42,250.0
P,Onset,-1,-4.0,1,42,250.0
P,Offset,-3,-12.0,1,42,250.0
P,Onset,0,0.0,1,42,250.0
P,Offset,-5,-20.0,1,42,250.0
P,Onset,1,4.0,1,42,250.0
P,Offset,-7,-28.0,1,42,250.0
T,Onset,1,4.0,1,42,250.0
T,Offset,-2,-8.0,1,42,250.0
T,Onset,3,12.0,1,42,250.0
T,Offset,2,8.0,1,42,250.0
T,Onset,6,24.0,1,42,250.0
T,Offset,-1,-4.0,1,42,250.0
T,Onset,6,24.0,1,42,250.0
T,Offset,-1,-4.0,1,42,250.0
T,Onset,8,32.0,1,42,250.0
T,Offset,-2,-8.0,1,42,250.0
T,Onset,5,20.0,1,42,250.0
T,Offset,1,4.0,1,42,250.0
T,Onset,14,56.0,1,42,250.0
T,Offset,-3,-12.0,1,42,250.0
P,Onset,0,0.0,1,43,250.0
P,Offset,1,4.0,1,43,250.0
P,Onset,-1,-4.0,1,43,250.0
P,Offset,4,16.0,1,43,250.0
P,Onset,-1,-4.0,1,43,250.0
P,Offset,-2,-8.0,1,43,250.0
P,Onset,3,12.0,1,43,250.0
P,Offset,1,4.0,1,43,250.0
P,Onset,-2,-8.0,1,43,250.0
P,Offset,-2,-8.0,1,43,250.0
P,Onset,-1,-4.0,1,43,250.0
P,Offset,-15,-60.0,1,43,250.0
P,Onset,5,20.0,1,43,250.0
P,Offset,-21,-84.0,1,43,250.0
T,Onset,3,12.0,1,43,250.0
T,Offset,-2,-8.0,1,43,250.0
T,Onset,0,0.0,1,43,250.0
T,Offset,2,8.0,1,43,250.0
T,Onset,-1,-4.0,1,43,250.0
T,Offset,3,12.0,1,43,250.0
T,Onset,1,4.0,1,43,250.0
T,Offset,2,8.0,1,43,250.0
T,Onset,4,16.0,1,43,250.0
T,Offset,-1,-4.0,1,43,250.0
T,Onset,-2,-8.0,1,43,250.0
T,Offset,-1,-4.0,1,43,250.0
T,Onset,4,16.0,1,43,250.0
T,Offset,3,12.0,1,43,250.0
T,Onset,-1,-4.0,1,44,250.0
T,Offset,1,4.0,1,44,250.0
T,Onset,-3,-12.0,1,44,250.0
T,Offset,5,20.0,1,44,250.0
T,Onset,3,12.0,1,44,250.0
T,Offset,-1,-4.0,1,44,250.0
T,Onset,18,72.0,1,44,250.0
T,Offset,-13,-52.0,1,44,250.0
T,Onset,1,4.0,1,44,250.0
T,Offset,-13,-52.0,1,44,250.0
T,Onset,-2,-8.0,1,44,250.0
T,Offset,-11,-44.0,1,44,250.0
T,Onset,-8,-32.0,1,44,250.0
T,Offset,-9,-36.0,1,44,250.0
T,Onset,-20,-80.0,1,44,250.0
T,Offset,2,8.0,1,44,250.0
T,Onset,3,12.0,1,45,250.0
T,Offset,-5,-20.0,1,45,250.0
T,Onset,-2,-8.0,1,45,250.0
T,Offset,0,0.0,1,45,250.0
T,Onset,9,36.0,1,45,250.0
T,Offset,-1,-4.0,1,45,250.0
T,Onset,8,32.0,1,45,250.0
T,Offset,0,0.0,1,45,250.0
T,Onset,8,32.0,1,45,250.0
T,Offset,0,0.0,1,45,250.0
T,Onset,10,40.0,1,45,250.0
T,Offset,1,4.0,1,45,250.0
P,Onset,2,8.0,1,46,250.0
P,Offset,-3,-12.0,1,46,250.0
P,Onset,1,4.0,1,46,250.0
P,Offset,-2,-8.0,1,46,250.0
P,Onset,1,4.0,1,46,250.0
P,Offset,-3,-12.0,1,46,250.0
P,Onset,0,0.0,1,46,250.0
P,Offset,-2,-8.0,1,46,250.0
P,Onset,2,8.0,1,46,250.0
P,Offset,-4,-16.0,1,46,250.0
P,Onset,0,0.0,1,46,250.0
P,Offset,-3,-12.0,1,46,250.0
P,Onset,1,4.0,1,46,250.0
P,Offset,-8,-32.0,1,46,250.0
T,Onset,2,8.0,1,46,250.0
T,Offset,-2,-8.0,1,46,250.0
T,Onset,2,8.0,1,46,250.0
T,Offset,-1,-4.0,1,46,250.0
T,Onset,6,24.0,1,46,250.0
T,Offset,-4,-16.0,1,46,250.0
T,Onset,0,0.0,1,46,250.0
T,Offset,-3,-12.0,1,46,250.0
T,Onset,-4,-16.0,1,46,250.0
T,Offset,-1,-4.0,1,46,250.0
T,Onset,-5,-20.0,1,46,250.0
T,Offset,-1,-4.0,1,46,250.0
T,Onset,8,32.0,1,46,250.0
T,Offset,-1,-4.0,1,46,250.0
P,Onset,2,8.0,1,47,250.0
P,Offset,-2,-8.0,1,47,250.0
P,Onset,2,8.0,1,47,250.0
P,Offset,-3,-12.0,1,47,250.0
P,Onset,1,4.0,1,47,250.0
P,Offset,0,0.0,1,47,250.0
P,Onset,2,8.0,1,47,250.0
P,Offset,0,0.0,1,47,250.0
P,Onset,6,24.0,1,47,250.0
P,Offset,-3,-12.0,1,47,250.0
T,Onset,3,12.0,1,47,250.0
T,Offset,-2,-8.0,1,47,250.0
T,Onset,6,24.0,1,47,250.0
T,Offset,-2,-8.0,1,47,250.0
T,Onset,9,36.0,1,47,250.0
T,Offset,-4,-16.0,1,47,250.0
T,Onset,9,36.0,1,47,250.0
T,Offset,-2,-8.0,1,47,250.0
T,Onset,12,48.0,1,47,250.0
T,Offset,-4,-16.0,1,47,250.0
P,Onset,1,4.0,1,49,250.0
P,Offset,-1,-4.0,1,49,250.0
P,Onset,2,8.0,1,49,250.0
P,Offset,-3,-12.0,1,49,250.0
P,Onset,1,4.0,1,49,250.0
P,Offset,-2,-8.0,1,49,250.0
P,Onset,0,0.0,1,49,250.0
P,Offset,-2,-8.0,1,49,250.0
P,Onset,0,0.0,1,49,250.0
P,Offset,-2,-8.0,1,49,250.0
P,Onset,1,4.0,1,49,250.0
P,Offset,-4,-16.0,1,49,250.0
P,Onset,1,4.0,1,49,250.0
P,Offset,-4,-16.0,1,49,250.0
T,Onset,9,36.0,1,49,250.0
T,Offset,-1,-4.0,1,49,250.0
T,Onset,9,36.0,1,49,250.0
T,Offset,-1,-4.0,1,49,250.0
T,Onset,10,40.0,1,49,250.0
T,Offset,-1,-4.0,1,49,250.0
T,Onset,11,44.0,1,49,250.0
T,Offset,-2,-8.0,1,49,250.0
T,Onset,14,56.0,1,49,250.0
T,Offset,0,0.0,1,49,250.0
T,Onset,9,36.0,1,49,250.0
T,Offset,-23,-92.0,1,49,250.0
T,Onset,16,64.0,1,49,250.0
T,Offset,-1,-4.0,1,49,250.0
P,Onset,3,12.0,1,5,250.0
P,Offset,-3,-12.0,1,5,250.0
P,Onset,2,8.0,1,5,250.0
P,Offset,-1,-4.0,1,5,250.0
P,Onset,0,0.0,1,5,250.0
P,Offset,-1,-4.0,1,5,250.0
P,Onset,1,4.0,1,5,250.0
P,Offset,0,0.0,1,5,250.0
P,Onset,-1,-4.0,1,5,250.0
P,Offset,3,12.0,1,5,250.0
P,Onset,3,12.0,1,5,250.0
P,Offset,0,0.0,1,5,250.0
T,Onset,1,4.0,1,5,250.0
T,Offset,0,0.0,1,5,250.0
T,Onset,-1,-4.0,1,5,250.0
T,Offset,3,12.0,1,5,250.0
T,Onset,0,0.0,1,5,250.0
T,Offset,3,12.0,1,5,250.0
T,Onset,0,0.0,1,5,250.0
T,Offset,3,12.0,1,5,250.0
T,Onset,0,0.0,1,5,250.0
T,Offset,3,12.0,1,5,250.0
T,Onset,0,0.0,1,5,250.0
T,Offset,4,16.0,1,5,250.0
P,Onset,1,4.0,1,50,250.0
P,Offset,-1,-4.0,1,50,250.0
P,Onset,0,0.0,1,50,250.0
P,Offset,0,0.0,1,50,250.0
P,Onset,2,8.0,1,50,250.0
P,Offset,-4,-16.0,1,50,250.0
P,Onset,0,0.0,1,50,250.0
P,Offset,2,8.0,1,50,250.0
P,Onset,-2,-8.0,1,50,250.0
P,Offset,0,0.0,1,50,250.0
P,Onset,-1,-4.0,1,50,250.0
P,Offset,-2,-8.0,1,50,250.0
P,Onset,8,32.0,1,50,250.0
P,Offset,-1,-4.0,1,50,250.0
P,Onset,-10,-40.0,1,50,250.0
P,Offset,-37,-148.0,1,50,250.0
T,Onset,-1,-4.0,1,50,250.0
T,Offset,0,0.0,1,50,250.0
T,Onset,2,8.0,1,50,250.0
T,Offset,0,0.0,1,50,250.0
T,Onset,0,0.0,1,50,250.0
T,Offset,-4,-16.0,1,50,250.0
T,Onset,0,0.0,1,50,250.0
T,Offset,5,20.0,1,50,250.0
T,Onset,2,8.0,1,50,250.0
T,Offset,5,20.0,1,50,250.0
T,Onset,8,32.0,1,50,250.0
T,Offset,1,4.0,1,50,250.0
T,Onset,8,32.0,1,50,250.0
T,Offset,2,8.0,1,50,250.0
T,Onset,11,44.0,1,50,250.0
T,Offset,0,0.0,1,50,250.0
T,Onset,0,0.0,1,51,250.0
T,Offset,0,0.0,1,51,250.0
T,Onset,1,4.0,1,51,250.0
T,Offset,-1,-4.0,1,51,250.0
T,Onset,0,0.0,1,51,250.0
T,Offset,-1,-4.0,1,51,250.0
T,Onset,-1,-4.0,1,51,250.0
T,Offset,-1,-4.0,1,51,250.0
T,Onset,4,16.0,1,51,250.0
T,Offset,0,0.0,1,51,250.0
T,Onset,-3,-12.0,1,51,250.0
T,Offset,-4,-16.0,1,51,250.0
T,Onset,18,72.0,1,52,250.0
T,Offset,-18,-72.0,1,52,250.0
T,Onset,1,4.0,1,52,250.0
T,Offset,0,0.0,1,52,250.0
T,Onset,0,0.0,1,52,250.0
T,Offset,-4,-16.0,1,52,250.0
T,Onset,25,100.0,1,52,250.0
T,Offset,-18,-72.0,1,52,250.0
T,Onset,27,108.0,1,52,250.0
T,Offset,-18,-72.0,1,52,250.0
T,Onset,0,0.0,1,52,250.0
T,Offset,16,64.0,1,52,250.0
T,Onset,-4,-16.0,1,52,250.0
T,Offset,-30,-120.0,1,52,250.0
T,Onset,43,172.0,1,52,250.0
T,Offset,-3,-12.0,1,52,250.0
P,Onset,2,8.0,1,53,250.0
P,Offset,-2,-8.0,1,53,250.0
P,Onset,1,4.0,1,53,250.0
P,Offset,-1,-4.0,1,53,250.0
P,Onset,4,16.0,1,53,250.0
P,Offset,-3,-12.0,1,53,250.0
P,Onset,1,4.0,1,53,250.0
P,Offset,-3,-12.0,1,53,250.0
P,Onset,0,0.0,1,53,250.0
P,Offset,-2,-8.0,1,53,250.0
P,Onset,5,20.0,1,53,250.0
P,Offset,-3,-12.0,1,53,250.0
P,Onset,2,8.0,1,53,250.0
P,Offset,-5,-20.0,1,53,250.0
P,Onset,-1,-4.0,1,53,250.0
P,Offset,-3,-12.0,1,53,250.0
T,Onset,2,8.0,1,53,250.0
T,Offset,-2,-8.0,1,53,250.0
T,Onset,-1,-4.0,1,53,250.0
T,Offset,0,0.0,1,53,250.0
T,Onset,1,4.0,1,53,250.0
T,Offset,0,0.0,1,53,250.0
T,Onset,0,0.0,1,53,250.0
T,Offset,-1,-4.0,1,53,250.0
T,Onset,-1,-4.0,1,53,250.0
T,Offset,-1,-4.0,1,53,250.0
T,Onset,-3,-12.0,1,53,250.0
T,Offset,0,0.0,1,53,250.0
T,Onset,3,12.0,1,53,250.0
T,Offset,1,4.0,1,53,250.0
T,Onset,-2,-8.0,1,53,250.0
T,Offset,-3,-12.0,1,53,250.0
P,Onset,1,4.0,1,55,250.0
P,Offset,-1,-4.0,1,55,250.0
P,Onset,1,4.0,1,55,250.0
P,Offset,-1,-4.0,1,55,250.0
P,Onset,3,12.0,1,55,250.0
P,Offset,-2,-8.0,1,55,250.0
P,Onset,2,8.0,1,55,250.0
P,Offset,-1,-4.0,1,55,250.0
P,Onset,4,16.0,1,55,250.0
P,Offset,-1,-4.0,1,55,250.0
P,Onset,2,8.0,1,55,250.0
P,Offset,1,4.0,1,55,250.0
P,Onset,4,16.0,1,55,250.0
P,Offset,-1,-4.0,1,55,250.0
T,Onset,1,4.0,1,55,250.0
T,Offset,-6,-24.0,1,55,250.0
T,Onset,-8,-32.0,1,55,250.0
T,Offset,1,4.0,1,55,250.0
T,Onset,-4,-16.0,1,55,250.0
T,Offset,-3,-12.0,1,55,250.0
T,Onset,-5,-20.0,1,55,250.0
T,Offset,-7,-28.0,1,55,250.0
T,Onset,-4,-16.0,1,55,250.0
T,Offset,-11,-44.0,1,55,250.0
T,Onset,21,84.0,1,55,250.0
T,Offset,-6,-24.0,1,55,250.0
T,Onset,-18,-72.0,1,55,250.0
T,Offset,0,0.0,1,55,250.0
P,Onset,-1,-4.0,1,56,250.0
P,Offset,0,0.0,1,56,250.0
P,Onset,0,0.0,1,56,250.0
P,Offset,-3,-12.0,1,56,250.0
P,Onset,0,0.0,1,56,250.0
P,Offset,-4,-16.0,1,56,250.0
P,Onset,0,0.0,1,56,250.0
P,Offset,-7,-28.0,1,56,250.0
P,Onset,-1,-4.0,1,56,250.0
P,Offset,-7,-28.0,1,56,250.0
P,Onset,4,16.0,1,56,250.0
P,Offset,-12,-48.0,1,56,250.0
P,Onset,-1,-4.0,1,56,250.0
P,Offset,-8,-32.0,1,56,250.0
P,Onset,3,12.0,1,56,250.0
P,Offset,-14,-56.0,1,56,250.0
P,Onset,-2,-8.0,1,56,250.0
P,Offset,-11,-44.0,1,56,250.0
T,Onset,-4,-16.0,1,56,250.0
T,Offset,4,16.0,1,56,250.0
T,Onset,-3,-12.0,1,56,250.0
T,Offset,1,4.0,1,56,250.0
T,Onset,-6,-24.0,1,56,250.0
T,Offset,3,12.0,1,56,250.0
T,Onset,-4,-16.0,1,56,250.0
T,Offset,1,4.0,1,56,250.0
T,Onset,4,16.0,1,56,250.0
T,Offset,0,0.0,1,56,250.0
T,Onset,3,12.0,1,56,250.0
T,Offset,1,4.0,1,56,250.0
T,Onset,10,40.0,1,56,250.0
T,Offset,-2,-8.0,1,56,250.0
T,Onset,-7,-28.0,1,56,250.0
T,Offset,-2,-8.0,1,56,250.0
T,Onset,5,20.0,1,56,250.0
T,Offset,5,20.0,1,56,250.0
T,Onset,15,60.0,1,56,250.0
T,Offset,-1,-4.0,1,56,250.0
P,Onset,1,4.0,1,57,250.0
P,Offset,-1,-4.0,1,57,250.0
P,Onset,1,4.0,1,57,250.0
P,Offset,-1,-4.0,1,57,250.0
P,Onset,2,8.0,1,57,250.0
P,Offset,-2,-8.0,1,57,250.0
P,Onset,1,4.0,1,57,250.0
P,Offset,-1,-4.0,1,57,250.0
P,Onset,1,4.0,1,57,250.0
P,Offset,-1,-4.0,1,57,250.0
P,Onset,1,4.0,1,57,250.0
P,Offset,-2,-8.0,1,57,250.0
